repositorio,caminho_arquivo,nome_arquivo,keyword,timestamp,file_origem,linha,coluna,data_analise
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,if,2026-03-05 20:08:33,notas.js,6,6,2026-04-01T08:13:07.900676
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,alert,2026-03-05 20:09:35,notas.js,7,5,2026-04-01T08:13:07.900677
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,prompt,2026-03-05 20:19:00,notas.js,8,32,2026-04-01T08:13:07.900679
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,alert,2026-03-05 20:23:09,notas.js,9,5,2026-04-01T08:13:07.900680
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,alert,2026-03-05 20:25:00,notas.js,7,5,2026-04-01T08:13:07.900682
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,else,2026-03-05 20:25:46,notas.js,10,2,2026-04-01T08:13:07.900685
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,alert,2026-03-05 20:25:59,notas.js,11,5,2026-04-01T08:13:07.900687
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,if,2026-03-05 20:30:13,notas.js,10,5,2026-04-01T08:13:07.900688
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,else,2026-03-05 20:31:20,notas.js,12,10,2026-04-01T08:13:07.900690
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,alert,2026-03-05 20:31:28,notas.js,13,13,2026-04-01T08:13:07.900692
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,do,2026-03-05 20:39:09,notas.js,4,1,2026-04-01T08:13:07.900693
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,while,2026-03-05 20:39:20,notas.js,19,1,2026-04-01T08:13:07.900695
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,while,2026-03-05 20:43:15,notas.js,19,2,2026-04-01T08:13:07.900696
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,while,2026-03-05 22:16:59,notas.js,20,3,2026-04-01T08:13:07.900698
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,while,2026-03-06 20:14:53,notas.js,26,3,2026-04-01T08:13:07.900699
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,let,2026-03-06 20:29:35,notas.js,6,5,2026-04-01T08:13:07.900702
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,prompt,2026-03-06 20:32:00,notas.js,26,20,2026-04-01T08:13:07.900704
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,prompt,2026-03-06 20:32:50,notas.js,26,20,2026-04-01T08:13:07.900706
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,let,2026-03-06 20:32:50,notas.js,27,1,2026-04-01T08:13:07.900707
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/notas.json,notas.json,prompt,2026-03-06 20:32:50,notas.js,26,20,2026-04-01T08:13:07.900709
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/main.json,main.json,alert,2026-02-20 20:37:18,main.js,1,1,2026-04-01T08:13:07.900737
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/main.json,main.json,alert,2026-02-20 20:41:29,main.js,2,1,2026-04-01T08:13:07.900738
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,prompt,2026-02-26 22:07:06,par=impar.js,1,22,2026-04-01T08:13:07.900763
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,const,2026-02-26 22:13:56,par=impar.js,2,1,2026-04-01T08:13:07.900766
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,prompt,2026-02-26 22:16:56,par=impar.js,2,20,2026-04-01T08:13:07.900767
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,for,2026-02-26 22:20:52,par=impar.js,2,1,2026-04-01T08:13:07.900769
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,if,2026-02-26 22:23:47,par=impar.js,5,1,2026-04-01T08:13:07.900770
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,else,2026-02-26 22:24:39,par=impar.js,7,2,2026-04-01T08:13:07.900771
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,alert,2026-02-26 22:25:12,par=impar.js,9,5,2026-04-01T08:13:07.900773
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/par=impar.json,par=impar.json,alert,2026-03-12 21:52:15,par=impar.js,12,1,2026-04-01T08:13:07.900774
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_01.json,exercicio_01.json,prompt,2026-02-24 21:22:07,exercicio_01.js,1,22,2026-04-01T08:13:07.900793
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_01.json,exercicio_01.json,prompt,2026-02-24 21:23:30,exercicio_01.js,2,22,2026-04-01T08:13:07.900795
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_01.json,exercicio_01.json,alert,2026-02-24 21:26:49,exercicio_01.js,5,1,2026-04-01T08:13:07.900796
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_08.json,exercicio_08.json,prompt,2026-03-24 20:07:44,exercicio_08.js,1,17,2026-04-01T08:13:07.900814
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_08.json,exercicio_08.json,prompt,2026-03-24 20:08:59,exercicio_08.js,2,18,2026-04-01T08:13:07.900815
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_08.json,exercicio_08.json,alert,2026-03-24 20:11:00,exercicio_08.js,4,1,2026-04-01T08:13:07.900816
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_02.json,exercicio_02.json,prompt,2026-02-24 21:54:37,exercicio_02.js,1,28,2026-04-01T08:13:07.900831
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_02.json,exercicio_02.json,alert,2026-02-24 21:59:46,exercicio_02.js,3,1,2026-04-01T08:13:07.900833
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,prompt,2026-03-26 19:36:27,revisaovetor.js,2,19,2026-04-01T08:13:07.900858
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,prompt,2026-03-26 19:39:23,revisaovetor.js,2,24,2026-04-01T08:13:07.900860
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,for,2026-03-26 19:40:21,revisaovetor.js,4,1,2026-04-01T08:13:07.900863
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,alert,2026-03-26 19:42:34,revisaovetor.js,5,5,2026-04-01T08:13:07.900864
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,let,2026-03-26 19:45:19,revisaovetor.js,4,5,2026-04-01T08:13:07.900866
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,prompt,2026-03-26 19:45:19,revisaovetor.js,4,23,2026-04-01T08:13:07.900868
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,alert,2026-03-26 19:46:27,revisaovetor.js,5,5,2026-04-01T08:13:07.900869
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,null,2026-03-26 19:47:25,revisaovetor.js,5,5,2026-04-01T08:13:07.900871
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,alert,2026-03-26 19:47:46,revisaovetor.js,8,1,2026-04-01T08:13:07.900872
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,alert,2026-03-26 19:50:27,revisaovetor.js,7,1,2026-04-01T08:13:07.900874
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,for,2026-03-26 19:56:00,revisaovetor.js,7,1,2026-04-01T08:13:07.900875
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,null,2026-03-26 19:58:16,revisaovetor.js,4,4,2026-04-01T08:13:07.900876
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/revisaovetor.json,revisaovetor.json,null,2026-03-26 19:58:26,revisaovetor.js,8,22,2026-04-01T08:13:07.900878
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,var,2026-03-13 19:44:44,vetor_tabuada.js,2,1,2026-04-01T08:13:07.900899
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,prompt,2026-03-13 19:44:44,vetor_tabuada.js,2,23,2026-04-01T08:13:07.900901
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,let,2026-03-13 19:44:44,vetor_tabuada.js,3,5,2026-04-01T08:13:07.900903
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,while,2026-03-13 19:44:44,vetor_tabuada.js,4,5,2026-04-01T08:13:07.900906
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,for,2026-03-13 19:46:16,vetor_tabuada.js,3,1,2026-04-01T08:13:07.900908
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,var,2026-03-13 19:53:11,vetor_tabuada.js,5,2,2026-04-01T08:13:07.900910
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,prompt,2026-03-13 19:53:11,vetor_tabuada.js,5,24,2026-04-01T08:13:07.900911
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,let,2026-03-13 19:53:11,vetor_tabuada.js,6,5,2026-04-01T08:13:07.900913
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,while,2026-03-13 19:53:11,vetor_tabuada.js,7,5,2026-04-01T08:13:07.900914
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,const,2026-03-13 19:56:43,vetor_tabuada.js,1,1,2026-04-01T08:13:07.900916
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/vetor_tabuada.json,vetor_tabuada.json,for,2026-03-13 19:58:11,vetor_tabuada.js,7,2,2026-04-01T08:13:07.900917
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_09.json,exercicio_09.json,prompt,2026-03-24 20:19:21,exercicio_09.js,1,13,2026-04-01T08:13:07.900946
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_09.json,exercicio_09.json,prompt,2026-03-24 20:21:14,exercicio_09.js,1,22,2026-04-01T08:13:07.900948
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_09.json,exercicio_09.json,prompt,2026-03-24 20:21:32,exercicio_09.js,2,19,2026-04-01T08:13:07.900950
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_09.json,exercicio_09.json,if,2026-03-24 20:23:40,exercicio_09.js,3,1,2026-04-01T08:13:07.900953
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_09.json,exercicio_09.json,alert,2026-03-24 20:24:28,exercicio_09.js,4,5,2026-04-01T08:13:07.900955
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_09.json,exercicio_09.json,alert,2026-03-24 20:24:53,exercicio_09.js,6,5,2026-04-01T08:13:07.900956
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/copa.json,copa.json,for,2026-02-26 21:27:49,copa.js,2,1,2026-04-01T08:13:07.900976
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/copa.json,copa.json,do,2026-02-26 21:37:32,copa.js,6,1,2026-04-01T08:13:07.900977
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/copa.json,copa.json,alert,2026-02-26 21:42:02,copa.js,7,1,2026-04-01T08:13:07.900979
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/copa.json,copa.json,if,2026-02-26 21:44:07,copa.js,3,4,2026-04-01T08:13:07.900980
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/for.json,for.json,alert,2026-02-20 21:22:27,for.js,2,5,2026-04-01T08:13:07.901004
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/for.json,for.json,for,2026-02-20 21:24:56,for.js,4,1,2026-04-01T08:13:07.901006
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/for.json,for.json,for,2026-02-20 21:30:50,for.js,9,1,2026-04-01T08:13:07.901007
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/for.json,for.json,alert,2026-02-20 21:31:55,for.js,10,5,2026-04-01T08:13:07.901009
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_03.json,exercicio_03.json,prompt,2026-02-24 22:15:09,exercicio_03.js,1,22,2026-04-01T08:13:07.901032
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_03.json,exercicio_03.json,if,2026-02-24 22:15:57,exercicio_03.js,2,1,2026-04-01T08:13:07.901034
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_03.json,exercicio_03.json,alert,2026-02-24 22:16:30,exercicio_03.js,3,5,2026-04-01T08:13:07.901035
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_03.json,exercicio_03.json,else,2026-02-24 22:16:50,exercicio_03.js,4,1,2026-04-01T08:13:07.901037
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/exercicio_03.json,exercicio_03.json,alert,2026-02-24 22:17:09,exercicio_03.js,5,5,2026-04-01T08:13:07.901038
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,while,2026-03-19 21:48:00,maiorde3.js,2,1,2026-04-01T08:13:07.901057
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,if,2026-03-19 21:51:54,maiorde3.js,2,1,2026-04-01T08:13:07.901059
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,alert,2026-03-19 21:53:39,maiorde3.js,3,5,2026-04-01T08:13:07.901060
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,else,2026-03-19 21:55:15,maiorde3.js,5,4,2026-04-01T08:13:07.901062
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,alert,2026-03-19 22:00:16,maiorde3.js,6,5,2026-04-01T08:13:07.901063
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,alert,2026-03-19 22:00:32,maiorde3.js,9,5,2026-04-01T08:13:07.901065
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,else,2026-03-19 22:00:55,maiorde3.js,11,1,2026-04-01T08:13:07.901066
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/maiorde3.json,maiorde3.json,alert,2026-03-19 22:01:06,maiorde3.js,12,5,2026-04-01T08:13:07.901068
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/espalhamento-minimo.json,espalhamento-minimo.json,alert,2026-03-20 19:45:07,espalhamento-minimo.js,2,1,2026-04-01T08:13:07.901085
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/espalhamento-minimo.json,espalhamento-minimo.json,min,2026-03-20 19:46:52,espalhamento-minimo.js,2,12,2026-04-01T08:13:07.901089
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,prompt,2026-03-06 21:55:01,decremento.js,1,22,2026-04-01T08:13:07.901111
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,let,2026-03-06 21:56:52,decremento.js,1,1,2026-04-01T08:13:07.901113
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,prompt,2026-03-06 21:56:52,decremento.js,1,22,2026-04-01T08:13:07.901116
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,do,2026-03-06 21:56:52,decremento.js,2,1,2026-04-01T08:13:07.901117
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,while,2026-03-06 21:57:15,decremento.js,4,2,2026-04-01T08:13:07.901119
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,prompt,2026-03-06 21:58:15,decremento.js,1,20,2026-04-01T08:13:07.901120
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,while,2026-03-06 22:00:09,decremento.js,2,1,2026-04-01T08:13:07.901122
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/decremento.json,decremento.json,alert,2026-03-06 22:00:34,decremento.js,3,5,2026-04-01T08:13:07.901123
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/espalhamento.json,espalhamento.json,alert,2026-03-19 22:28:27,espalhamento.js,2,1,2026-04-01T08:13:07.901139
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/espalhamento.json,espalhamento.json,max,2026-03-19 22:28:43,espalhamento.js,2,12,2026-04-01T08:13:07.901145
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,function,2026-03-25 22:16:45,funcaovetor.js,1,1,2026-04-01T08:13:07.901172
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,function,2026-03-25 22:19:56,funcaovetor.js,4,1,2026-04-01T08:13:07.901174
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,prompt,2026-03-25 22:21:10,funcaovetor.js,7,21,2026-04-01T08:13:07.901175
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,for,2026-03-25 22:23:11,funcaovetor.js,8,1,2026-04-01T08:13:07.901177
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,alert,2026-03-25 22:24:13,funcaovetor.js,9,5,2026-04-01T08:13:07.901178
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,return,2026-03-25 22:28:19,funcaovetor.js,2,5,2026-04-01T08:13:07.901184
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,return,2026-03-25 22:29:51,funcaovetor.js,5,5,2026-04-01T08:13:07.901185
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,let,2026-03-26 20:12:13,funcaovetor.js,9,5,2026-04-01T08:13:07.901187
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,prompt,2026-03-26 20:12:13,funcaovetor.js,9,23,2026-04-01T08:13:07.901190
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,prompt,2026-03-26 20:13:03,funcaovetor.js,8,19,2026-04-01T08:13:07.901191
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,let,2026-03-26 20:21:29,funcaovetor.js,1,1,2026-04-01T08:13:07.901193
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,function,2026-03-26 20:22:26,funcaovetor.js,14,1,2026-04-01T08:13:07.901197
Brenda-ketleyn,/home/gilmar/Documents/algoritmos/logado-utfpr-ifam/logado-students/repos_logado/Brenda-ketleyn/funcaovetor.json,funcaovetor.json,return,2026-03-26 20:22:26,funcaovetor.js,15,5,2026-04-01T08:13:07.901199
